,loss,bidir,dropout,iter,lr,lr_decay,num_layers,size_layers
0,3.6946957111358643,True,0.20616718351823599,1000,0.00975789877122152,0.9812593852529912,2,40
1,3.5360281467437744,True,0.29580178227509074,1000,0.00019072332684343896,0.9985649258522844,2,70
2,3.664916753768921,False,0.04414581531100204,5000,0.001832913462102644,0.9966410856629817,2,40
3,4.419513702392578,False,0.28539526035960905,1000,0.0036764487224980255,0.9103707042796652,3,60
4,5.264643669128418,False,0.203495104202474,500,0.007289623010969067,0.9263010000275834,3,10
5,5.712767124176025,False,0.18326825247508405,1000,0.0006176430362790458,0.9733558329224644,1,10
6,4.020597457885742,True,0.07349807580213719,500,0.007911657253396098,0.9343183410550556,3,20
7,3.8284518718719482,True,0.24406112339946245,500,0.00950124449400543,0.9375702398317449,2,60
8,3.952058792114258,False,0.07662867402249313,500,0.009516765465645826,0.9832170290556073,3,10
9,5.789780139923096,False,0.016874142675378744,5000,0.00074521926276202,0.907229592048308,1,20
10,3.881188154220581,False,0.047098826127060754,5000,0.009874978838611439,0.9490019530642255,2,60
11,5.452049732208252,False,0.08282746320952496,5000,0.0017989077323969664,0.9309404703513408,1,30
12,3.964914321899414,False,0.004528265871187554,5000,0.005247725189410807,0.9189764412283618,2,70
13,5.734363555908203,False,0.022851969762349645,500,0.00024151589470768417,0.978551982218461,3,40
14,4.00177526473999,False,0.16803938221226086,500,0.006981986432462113,0.937736636573081,3,40
15,3.7441184520721436,True,0.0481734947237618,1000,0.006244135032223621,0.9761131646706017,3,50
16,3.8566057682037354,True,0.0022518418363546176,500,0.008636194248921387,0.9304549672156678,2,50
17,4.9012556076049805,False,0.06686087426751411,500,0.0035114446562489222,0.947563994114694,1,20
18,5.021498203277588,False,0.14141402445446535,1000,0.0017371863770482044,0.9119882550466268,2,60
19,3.8044779300689697,True,0.22153966325779847,500,0.009221087749016484,0.9578334951053876,1,70
20,3.3654441833496094,True,0.11747067873487146,5000,0.0023853961886083595,0.9969475548742369,2,70
21,3.2574775218963623,True,0.11791213740104763,1000,0.0030056880964745352,0.9989018121081424,2,70
22,3.551145315170288,True,0.15088034720114316,5000,0.0035906203128009866,0.9904106758476979,2,70
23,3.8333957195281982,True,0.11313746116675844,1000,0.002604579158563028,0.95949336973338,2,70
24,3.7629945278167725,True,0.1317998017868991,5000,0.004996523898398209,0.9688393303872551,2,70
25,3.678967237472534,True,0.10617998543852383,1000,0.004657273281115077,0.9886649140365857,2,30
26,3.202519178390503,True,0.11053685170248248,5000,0.002888312860115618,0.9990934689327048,2,70
27,3.772965669631958,True,0.10115293926853325,5000,0.004321736413204403,0.9666047817995361,2,70
28,3.6057326793670654,True,0.17569877561576325,1000,0.006109224599944372,0.9875347109134948,2,70
29,3.610137939453125,True,0.26078523781858465,1000,0.002841028591768095,0.9937283891277716,2,30
30,3.8520267009735107,True,0.16099034729819472,1000,0.0010596332863262899,0.983944801635655,2,50
31,3.4087612628936768,True,0.19402628430953134,5000,0.005674185548173824,0.9995833269758331,2,70
32,3.7973244190216064,True,0.1278826661384601,1000,0.004227497684683345,0.9604631667340461,2,70
33,4.006864547729492,True,0.09425404382656614,5000,0.0012078029882570365,0.9704478909575626,2,40
34,3.554722547531128,True,0.22100625789995554,1000,0.002700619105668934,0.9983727238809917,1,10
35,3.4936532974243164,True,0.0627935275126392,5000,0.003071545800901065,0.9934889958266822,2,70
36,4.151015758514404,True,0.027950813072204525,1000,0.003964919316916328,0.9444871123971471,2,20
37,4.370005130767822,True,0.15059179004946147,1000,0.00197602363126919,0.9807728444582274,3,10
38,3.88454270362854,True,0.08676143474927436,5000,0.0034125248717234427,0.962913478079819,1,50
39,5.818019866943359,True,0.1869328644096994,1000,0.0001361944761591352,0.9017646716390643,2,60
40,3.9722061157226562,True,0.2952005124291022,5000,0.0014366068381624635,0.9528958305421878,3,70
41,3.88382887840271,True,0.12595158564983652,5000,0.0022977310512943797,0.9754890281226962,2,30
42,4.379133701324463,True,0.21324849187593242,1000,0.007085275316536698,0.9215602026673937,1,20
43,4.011108875274658,True,0.058490364051712825,5000,0.000579738551286975,0.9837837704120347,2,40
44,5.037394046783447,False,0.034922191369137226,1000,0.005363008139277137,0.9536175111238088,3,10
45,3.5465762615203857,True,0.25173567900557564,500,0.003170484510466691,0.9930101024465597,2,60
46,3.784761428833008,False,0.07961217553464442,5000,0.00767280857666038,0.972022112513432,1,70
47,3.709766387939453,True,0.1390680858014936,500,0.00664354344428954,0.9786479997309755,3,70
48,3.7191264629364014,True,0.1648596311823476,1000,0.003966067193111401,0.9856663858553616,2,40
49,4.271812915802002,False,0.23784006937108598,5000,0.002151775145922775,0.9437503221692991,2,50
50,3.6838481426239014,True,0.203387468802601,500,0.001600542169388004,0.9975544616448534,1,20
51,5.7159552574157715,False,0.014428021515120668,5000,0.0006810195668667568,0.9639608581365213,3,30
52,3.861975908279419,True,0.04947955936617007,1000,0.004910383204641754,0.9384503661514487,2,60
53,3.705568313598633,True,0.11634366272888154,5000,0.004500981109656489,0.980714187022141,2,70
54,3.9409046173095703,False,0.07018591482594683,500,0.003906613448082551,0.9909171940038052,2,10
55,3.7551543712615967,True,0.09200400188844218,1000,0.005510290394237391,0.9751950821725712,1,70
56,3.994309663772583,True,0.17383592020160868,5000,0.00310942618018547,0.9006902668687351,3,70
57,3.903111219406128,False,0.15468698489077687,1000,0.008641104741168932,0.9254101762971947,2,50
58,3.930621385574341,True,0.2718936366886727,500,0.005958816666393994,0.9090127035759598,2,40
59,3.8408048152923584,True,0.00017032617045893705,5000,0.004766272049181978,0.9678376680947168,2,30
60,5.761142253875732,True,0.14126873155853784,1000,0.0003504930288247537,0.9542841993459639,2,20
61,5.403470516204834,False,0.10386206546329677,5000,0.0010930328138789266,0.9167623002176,1,70
62,3.4481589794158936,True,0.041263942440107004,1000,0.002651035811440257,0.9952217458386169,3,70
63,3.6147773265838623,True,0.2345147568202119,500,0.006531269813232196,0.987338751148799,2,60
64,3.3350698947906494,True,0.19080017845156086,5000,0.005099434727709531,0.9996540016180434,2,10
65,3.841398000717163,True,0.19209966173977894,5000,0.003428383328651088,0.9906501417019962,2,10
66,3.396052122116089,True,0.1781276413998113,5000,0.004246764190456642,0.9989906135275562,2,10
67,3.302457809448242,True,0.12482355715087691,5000,0.005219756102467604,0.9996453068183965,2,10
68,3.9461441040039062,True,0.1097696374952181,5000,0.005923980490246226,0.9779512514839739,2,10
69,3.893789052963257,True,0.1328880201083526,5000,0.0038073277544847664,0.9864118486413014,2,10
70,3.6473388671875,True,0.12150042853598814,5000,0.00775547742608132,0.9945749388310764,2,10
71,3.689457654953003,True,0.05751454077395086,5000,0.0045092995313989765,0.9824173138316167,2,70
72,3.731184244155884,True,0.07539516725685741,5000,0.0018928185634638738,0.9903608051272483,2,50
73,3.319592237472534,True,0.09819834652332904,5000,0.0064519793707460546,0.9964138743760823,2,70
74,3.8164660930633545,True,0.08455863440407924,1000,0.002331188762814064,0.9850193469421459,2,30
75,3.7772395610809326,True,0.16051430122154642,5000,0.005664852344525771,0.9721877426199247,2,40
76,4.592164516448975,True,0.14589082197156913,1000,0.002847169723183991,0.956822209874166,1,20
77,5.00796365737915,True,0.1356214069765139,5000,0.00733760945147258,0.9045186869897691,2,10
78,3.535191535949707,False,0.09075027272597726,1000,0.00828938712180967,0.992500581892212,3,70
79,3.818258047103882,True,0.12311880347127091,5000,0.0035728967331930313,0.9653242643677077,2,60
80,3.736297607421875,True,0.11163708215840665,500,0.0012830003816469311,0.9885230521332024,2,70
81,5.549218654632568,True,0.1703617585700056,1000,0.0008940722133173331,0.9790924193177727,1,10
82,3.8265724182128906,True,0.012475207212664735,5000,0.006835450260433916,0.9493900748136245,2,50
83,3.487006187438965,False,0.15945924249102383,5000,0.005190038581959456,0.9958640317851247,3,70
84,3.928401231765747,True,0.02696298797285193,1000,0.0040670549902103855,0.9344396573461032,2,40
85,4.59425163269043,True,0.20405677336597233,500,0.0016223422853364226,0.9463504585129852,2,30
86,3.9443209171295166,True,0.06705959677200382,5000,0.003267204708358616,0.9706742674690536,2,20
87,3.8196983337402344,False,0.18344360536605833,1000,0.003745504706254568,0.9758015733342971,1,70
88,4.032295227050781,True,0.1487956777901076,5000,0.0021053290623198957,0.9403518521972352,2,60
89,4.7125115394592285,True,0.09882401893072051,1000,0.003013458634367552,0.9610160312512467,3,10
90,3.2364284992218018,True,0.08009412754875356,5000,0.004729737986385528,0.9994411578590084,2,70
91,3.690704345703125,True,0.04191976980565433,5000,0.0046872035555124095,0.9821465154142242,2,70
92,4.138273239135742,False,0.04893314232458867,500,0.004412422482401394,0.9137784720129677,1,70
93,3.825336456298828,True,0.054840672611825514,1000,0.001436862208355985,0.973483137699202,2,70
94,3.5916061401367188,True,0.07267049282446221,5000,0.002443640598943642,0.9917084038806101,3,70
95,3.5704708099365234,True,0.07996122514395261,1000,0.0062496807778467806,0.9890420404925699,2,70
96,3.731572389602661,False,0.10766968221804894,500,0.00037898243521672413,0.9975524032517734,2,70
97,3.7100353240966797,True,0.03271460987466672,5000,0.004132407165168992,0.9802884250430176,2,70
98,3.916598081588745,True,0.06198061312681176,1000,0.004891288336218954,0.9309783787771311,1,70
99,3.7094619274139404,True,0.11608785527855345,5000,0.005489075267535887,0.9838812590942709,2,50
100,3.874953031539917,True,0.008558106840175356,5000,0.0024975834119537457,0.969119785685582,3,40
101,3.9641807079315186,False,0.022264846884642947,1000,0.002739342308832435,0.9770917184186118,2,30
102,3.674943208694458,True,0.08864262814662996,500,0.0033204018753453758,0.9936817661294128,2,20
103,3.8789100646972656,True,0.1301712884258452,5000,0.002083349761846884,0.9518860719773617,2,70
104,4.009762763977051,True,0.1545709098457633,5000,0.0028727635464738856,0.9254182936586854,2,60
105,3.6287219524383545,True,0.09525313971436582,1000,0.009256480200262974,0.9856295128523719,1,70
106,3.827446699142456,True,0.14433196950397664,5000,0.005734118541624362,0.9569841250085965,3,70
107,3.8750369548797607,False,0.21133028186174002,1000,0.0035925406821218243,0.9666461880551934,2,50
108,3.3439548015594482,True,0.03689129050773061,500,0.0017675434279791173,0.9992330949909249,2,40
109,3.8271806240081787,True,0.10226275738869967,5000,0.007286128430286412,0.9626637347179554,2,30
110,3.8706722259521484,True,0.19754887066501886,5000,0.004518376774993439,0.9224620256057934,2,70
111,5.063429355621338,True,0.08222024057729237,1000,0.0009629941190357448,0.9737505610917442,1,20
112,5.507164478302002,True,0.05283553999249409,5000,6.174860622384926e-05,0.9878951723158521,2,70
113,3.485142946243286,False,0.06844758583641139,1000,0.006222874102160734,0.9959165374880609,3,60
114,3.492814302444458,True,0.13698446708260653,5000,0.00380808632216684,0.9929013694245981,2,70
115,3.5839335918426514,True,0.2243739114351453,500,0.0030258133819708304,0.9902384706888198,2,70
116,3.737011671066284,True,0.16563810727431627,5000,0.005006149239263199,0.9817049744096861,2,40
117,3.881596326828003,False,0.11902213197281607,1000,0.0022252534086318852,0.9797127885797416,1,50
118,5.528223514556885,True,0.07502311139789014,5000,0.0006278888565645177,0.942002932459376,2,30
119,3.832656145095825,True,0.17884469699752614,1000,0.004246752898802461,0.9594239170335848,3,70
120,3.3032100200653076,True,0.06217391442003438,5000,0.0013814873714402705,0.9993443764319874,2,20
121,3.2956321239471436,True,0.12763566694933903,500,0.006751192985230917,0.9969118842808853,2,70
122,3.5255088806152344,False,0.10911895295145735,5000,0.009881058909621333,0.9940364074088226,2,60
123,3.7532920837402344,True,0.08841212196111427,1000,0.002573907632686362,0.9853420889437385,1,70
124,3.8673908710479736,True,0.020263511055962684,5000,0.0034693931185777313,0.9360000618862621,2,70
125,4.139801025390625,True,0.27363296641394436,1000,0.0019589203957581145,0.9283573324779241,3,50
126,3.765404462814331,True,0.1035835333537433,5000,0.004683209183221768,0.9768657615556681,2,40
127,3.7438488006591797,False,0.09496776949834143,500,0.005952706274844256,0.9885737284137682,2,30
128,3.760852098464966,True,0.29887032637930916,5000,0.005374680130958086,0.9695576891932591,2,70
129,4.498832702636719,True,0.15466410135899356,1000,0.003934991595487027,0.9474867690324829,1,20
130,3.7973155975341797,True,0.0464368637894299,5000,0.008295547890539337,0.9551402829692927,2,70
131,3.8057076930999756,True,0.028990850927712183,1000,0.0016605946417363362,0.982904530858737,3,60
132,3.757340669631958,False,0.03871930054208855,5000,0.003304990254772362,0.9870734749284154,2,70
133,5.232795715332031,True,0.11423270541194223,500,0.0008022551412907968,0.9052608908150551,2,70
134,4.049661159515381,True,0.17183666733280822,5000,0.0011904352326563286,0.9650537002699066,2,50
135,3.942566156387329,True,0.1411405680950598,1000,0.004850843491321215,0.9509268584055678,1,40
136,3.7928695678710938,True,0.0817141262030083,5000,0.007020744417341837,0.9722451639286506,2,30
137,3.9654617309570312,False,0.2477522252226625,1000,0.005778426529980693,0.9168469765187738,3,70
138,3.724498748779297,True,0.13242773010529746,5000,0.003627332938343058,0.9914351892327574,2,20
139,3.759608507156372,True,0.00328628583170322,500,0.003105984129642965,0.9749609699480087,2,70
140,3.316739797592163,True,0.22793960591584828,5000,0.004083941152741108,0.9978379982208094,2,60
141,3.6523659229278564,True,0.12349048074774185,1000,0.006396169413658994,0.9841434683327839,1,70
142,3.804952383041382,False,0.14794102015265942,5000,0.00046582584845215186,0.9949835934623134,2,70
143,3.822392225265503,True,0.06509199449057337,1000,0.004423884977507092,0.9899561660918524,3,10
144,3.867279291152954,True,0.16150070300162106,5000,0.00237442290175441,0.9674761768945063,2,50
145,3.4627726078033447,True,0.12653952038486058,500,0.007541893956852406,0.9926724163015194,2,70
146,3.304197311401367,True,0.11267792198606133,500,0.006668937839109936,0.9983768058358826,2,70
147,3.3111743927001953,True,0.10221477687384634,500,0.008142306430182438,0.9966648741298881,2,70
148,3.3624632358551025,True,0.12896222447782815,500,0.00867513846350863,0.9952232896706377,2,70
149,3.27779483795166,True,0.11907498762638612,500,0.0055569040448540325,0.9994252469972956,2,70
150,3.713785171508789,True,0.11908393109420912,500,0.0055680653211938385,0.9785603151621814,2,70
151,3.6160976886749268,True,0.07728884789301145,500,0.005243976842699029,0.9867667024087987,2,70
152,3.3164031505584717,True,0.0939820757901464,500,0.002817598690434417,0.9996761399401125,2,70
153,3.5144662857055664,True,0.08668951840211625,500,0.004233406002419124,0.9912020390044305,2,70
154,3.701369047164917,True,0.1372961509056025,500,0.0050518946432608815,0.9808118629944312,2,70
155,3.4990806579589844,True,0.1869131755100834,500,0.006193118365436023,0.9936122440244204,2,40
156,3.6732285022735596,True,0.05544865328972075,500,0.003813545783495554,0.9898113406579293,2,30
157,3.3446528911590576,True,0.1074212221490799,500,0.004758933029234606,0.9996209146852009,2,70
