,loss,dropout,iter,lr,lr_decay,num_layers,size_layers,window
0,6.137489318847656,0.008207080584081082,500,0.0029253003238452154,0.9690806020822125,2,20,21
1,7.865391254425049,0.10654552729798084,500,0.0036622162126213075,0.9198459628654762,2,70,11
2,8.840349197387695,0.22583934891327545,5000,0.0007204654473991467,0.9493681011472909,1,70,41
3,5.506351470947266,0.05376028609815451,5000,0.004798892720698573,0.9674487577263828,3,60,51
4,6.667837619781494,0.20182496424880966,5000,0.004580239546084517,0.9540082059591752,1,20,21
5,7.6003098487854,0.12313310154539803,1000,0.007718145446384652,0.9177296051013114,3,70,41
6,7.900928974151611,0.11478560839763305,5000,0.003942667916281822,0.9253045616416599,2,30,41
7,5.571360111236572,0.21399948298336516,1000,0.008687993136125165,0.9461095426455262,2,50,41
8,5.159993648529053,0.006476609429887215,5000,0.009273092176799126,0.9973737419531963,1,30,11
9,5.3159871101379395,0.19889833595978137,500,0.007073654712573379,0.9726362817016027,1,70,51
10,5.16732931137085,0.05039185358208713,5000,0.009217370131142495,0.9831981313855993,3,60,51
11,6.051379680633545,0.13103265459673533,5000,0.004563873608585008,0.9537751798737141,3,70,51
12,6.470959186553955,0.1414116461183405,5000,0.007189916165269167,0.9174575868237561,1,50,11
13,5.349274158477783,0.06919613744171049,5000,0.007463104726972572,0.973080816260254,2,40,21
14,12.393534660339355,0.28153897159150265,5000,0.0004297252449687655,0.9545152347504262,3,10,31
15,5.009027004241943,0.1108473272635763,500,0.006552124203687166,0.9951841088049507,3,60,21
16,4.90337610244751,0.1645920341276992,500,0.006872575042259969,0.9980352575668723,3,30,31
17,5.266626834869385,0.12799050439606371,1000,0.008946334085632677,0.9792874903185275,1,50,31
18,9.409781455993652,0.2758336612861605,1000,0.004588267929121754,0.9140848092806526,3,20,21
19,9.351644515991211,0.050356046148332445,5000,0.0004073997056474082,0.9878043819648918,3,20,51
20,4.899112224578857,0.16668905748770477,500,0.006262201581516322,0.9983005278941165,3,60,31
21,4.936262607574463,0.17162565052746515,500,0.0060545124103735205,0.9956415070815621,3,30,31
22,7.314494609832764,0.24977347454505344,500,0.005938887178467615,0.901963939851375,3,60,31
23,4.924811840057373,0.16997938764529658,500,0.00255273302756163,0.9993724681371885,3,30,31
24,6.304385662078857,0.16719387718475662,500,0.0054321571392738415,0.9330986632591989,3,40,31
25,5.093235969543457,0.089679767445455,500,0.008486144302393231,0.9885385104525701,3,10,31
26,5.372295379638672,0.2537582212843538,500,0.009887830887382657,0.96352274894963,3,30,31
27,5.958791255950928,0.16482089912440726,500,0.008165595864865758,0.9404830765163803,3,60,31
28,5.752746105194092,0.1907870549679288,500,0.0031096954179542433,0.9612961492407586,2,60,31
29,8.133689880371094,0.22979059088325632,500,0.0017874567658505312,0.9795997052756731,3,10,31
30,5.188843250274658,0.1865237004287189,500,0.0064682157330562895,0.9899486006934569,2,30,11
31,4.937086582183838,0.15409486340739711,500,0.00521693799855587,0.9996980727188768,3,40,31
32,6.776588439941406,0.07176915884945283,500,0.007923215425195966,0.9037413923313509,3,60,11
33,5.169081211090088,0.0877024812941584,1000,0.0038648921317784913,0.9828247198356935,3,30,31
34,5.28855562210083,0.022953224698932934,500,0.00983118890767727,0.9752115676853748,1,20,41
35,5.443358898162842,0.2325847679175641,500,0.0056395739241478365,0.9667847623397148,2,60,21
36,5.047235012054443,0.20795743578261183,1000,0.006742122953406674,0.9908653777135622,3,30,41
37,8.448095321655273,0.14514311770267285,500,0.001324087876948767,0.9595438266315442,1,50,31
38,7.814849853515625,0.18242735267969928,500,0.003272332903384097,0.9288843143686102,2,70,11
39,7.741068363189697,0.09774420933136907,1000,0.002507701136074127,0.9455925563642437,3,40,41
40,5.145940780639648,0.21653690157508254,500,0.004931508740776129,0.9849936851250384,3,60,51
41,5.168716907501221,0.15168118884331205,500,0.005996711458390525,0.9941594522882085,1,10,31
42,6.426255702972412,0.03073432197382589,1000,0.004229677514534305,0.9695906191975744,2,30,21
43,5.284128665924072,0.12228446778265598,500,0.007361333518173342,0.977353571810104,3,70,51
44,5.734577178955078,0.2641519296245455,500,0.006909427437416711,0.9382482068670082,3,50,31
45,5.602274417877197,0.1037398807523426,5000,0.007739972532543343,0.9571487020762767,1,20,41
46,6.447425365447998,0.23930091431783357,500,0.009483307643758099,0.9107807277342946,3,60,11
47,5.372079372406006,0.1383624437070948,1000,0.008398948071794437,0.9681493231898254,2,30,31
48,5.875315189361572,0.19945035366311714,5000,0.00634569416395659,0.9513569199218102,3,70,21
